-33.4206,9.3596,6807924.9,429924.9
-34.7093,10.9782,6808429.1,430429.1
-35.9711,12.65,6808923.1,430923.1
-37.2042,14.378,6809405,431405
-38.4081,16.1678,6809873.8,431873.8
-39.579,18.0206,6810327,432327
-40.7145,19.939,6810763,432763
-41.8128,21.9276,6811180.4,433180.4
-42.8712,23.9891,6811577.5,433577.5
-43.8859,26.1242,6811952.4,433952.4
-44.8542,28.3352,6812303.7,434303.7
-45.7731,30.6236,6812630,434630
-46.6391,32.99,6812930,434930
-47.4488,35.4333,6813202.2,435202.2
-48.1993,37.9538,6813445.6,435445.6
-48.8873,40.55,6813659.1,435659.1
-49.5093,43.2181,6813841.8,435841.8
-50.0618,45.9513,6813992.7,435992.7
-50.5429,48.7489,6814111.2,436111.2
-50.9488,51.5991,6814196.4,436196.4
-51.278,54.4984,6814248.1,436248.1
-51.5281,57.4369,6814265.8,436265.8
-51.6976,60.4035,6814249.1,436249.1
-51.7853,63.3878,6814197.9,436197.9
-51.7906,66.376,6814112.2,436112.2
-51.7137,69.3619,6813992,435992
-51.5548,72.3319,6813837.5,435837.5
-51.315,75.275,6813649.2,435649.2
-50.9959,78.1813,6813427.4,435427.4
-50.5995,81.04,6813172.9,435172.9
-50.1278,83.8461,6812886.1,434886.1
-49.5837,86.591,6812568,434568
-48.97,89.2691,6812219.4,434219.4
-48.2899,91.8759,6811841.5,433841.5
-47.5466,94.4081,6811435.5,433435.5
-46.7433,96.8636,6811002.4,433002.4
-45.8835,99.2413,6810543.8,432543.8
-44.9712,101.5392,6810061.4,432061.4
-44.0081,103.7614,6809556,431556
-42.9982,105.9074,6809029.5,431029.5
-41.9447,107.9785,6808483.9,430483.9
-40.85,109.9779,6807920.6,429920.6
-39.7172,111.9076,6807341.5,429341.5
-38.55,113.7689,6806749,428749
-37.3488,115.568,6806144,428144
-36.1168,117.3063,6805529,427529
-34.8565,118.9869,6804905.9,426905.9
-33.5697,120.613,6804276.8,426276.8
-32.2585,122.1877,6803643.6,425643.6
-30.9253,123.7134,6803008.6,425008.6
-29.5714,125.1936,6802373.8,424373.8
-28.1982,126.6315,6801741,423741
-26.8063,128.0309,6801111.7,423111.7
-25.3979,129.3935,6800488.4,422488.4
-23.9744,130.722,6799873,421873
-22.537,132.019,6799267.3,421267.3
-21.0881,133.2859,6798673.8,420673.8
-19.6264,134.5273,6798093,420093
